CVIRS,MML,Adaptive,MMC,STM,Greedy_sample,Random,Random_sample,Greedy,MASFo,Query
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.04375,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.04375,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.04375,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.04375,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.044140625,0.049107143,0.049189815
